attribute,model,group,n,base_rate,selection_rate,tpr,fpr,tnr,accuracy,selection_rate_lo,selection_rate_hi,tpr_lo,tpr_hi,fpr_lo,fpr_hi
Victim Sex,graphsage_fairloss_a50_mb,Female,43051,0.7664862604817542,0.6666511811572321,0.734680889750894,0.44335024370834575,0.5566497562916543,0.693108174026155,0.6623533715825416,0.6709948665536224,0.7301369697299248,0.7392827829018734,0.433975069639087,0.4529555421073029
Victim Sex,graphsage_fairloss_a50_mb,Unknown,288,0.3368055555555556,0.2951388888888889,0.5154639175257731,0.18324607329842932,0.8167539267015707,0.7152777777777778,0.23958333333333334,0.3472222222222222,0.41859871855719033,0.6129215542521994,0.13113518411730785,0.23881986344871386
Victim Sex,graphsage_fairloss_a100_mb,Male,148198,0.6839296076870133,0.5619104171446309,0.6648381463539765,0.3391900258320702,0.6608099741679299,0.6635649603908285,0.559305456213984,0.5643871712168855,0.6616042530153979,0.667560534765562,0.33497381665918036,0.3432968001851401
Victim Sex,graphsage_fairloss_a100_mb,Female,43051,0.7664862604817542,0.6374300248542426,0.7058003515364567,0.41301104148015516,0.5869889585198448,0.6780562588557757,0.6331095677220041,0.6422858934751806,0.7011062956867301,0.7110056762080961,0.4035877492032445,0.4224939515411364
Victim Sex,graphsage_fairloss_a100_mb,Unknown,288,0.3368055555555556,0.2777777777777778,0.5051546391752577,0.16230366492146597,0.837696335078534,0.7256944444444444,0.22916666666666666,0.3298611111111111,0.40695857558139537,0.6100131578947369,0.1105488184079602,0.2131168344844803
Victim Sex,graphsage_fairloss_a5_sstate20_mb,Male,148198,0.6839296076870133,0.5977678511180987,0.7030101522341822,0.3700390683375675,0.6299609316624325,0.6799214564299113,0.5953180879634004,0.6001907920484757,0.7000156811222858,0.7057352645465703,0.36580988644524554,0.37435496821977715
Victim Sex,graphsage_fairloss_a5_sstate20_mb,Female,43051,0.7664862604817542,0.6873243362523519,0.7558942966240378,0.46225007460459566,0.5377499253954043,0.7049545887435832,0.6830950500569092,0.691668602355346,0.7511555070689259,0.7604261079922024,0.4531060554433643,0.4717713927708451
Victim Sex,graphsage_fairloss_a5_sstate20_mb,Unknown,288,0.3368055555555556,0.2951388888888889,0.5154639175257731,0.18324607329842932,0.8167539267015707,0.7152777777777778,0.23958333333333334,0.3472222222222222,0.41859871855719033,0.6129215542521994,0.13113518411730785,0.23881986344871386
Victim Sex,graphsage_fairloss_a10_sstate20_mb,Male,148198,0.6839296076870133,0.6066546107234916,0.7105182671152461,0.3819090113362225,0.6180909886637774,0.6813047409546688,0.6041842669941565,0.6089709375295213,0.7076917169491755,0.7133314239627857,0.3772569684553697,0.38606834548198216
Victim Sex,graphsage_fairloss_a10_sstate20_mb,Female,43051,0.7664862604817542,0.6857912708183318,0.7533486877992606,0.46404058490002986,0.5359594150999701,0.7025853058000976,0.6812153027804232,0.6901605073052891,0.7482949694323812,0.7580221276009541,0.45424721348901176,0.47335194799426833
Victim Sex,graphsage_fairloss_a10_sstate20_mb,Unknown,288,0.3368055555555556,0.2881944444444444,0.5154639175257731,0.17277486910994763,0.8272251308900523,0.7222222222222222,0.2361111111111111,0.34036458333333325,0.4156819062378923,0.6129215542521994,0.12165625813166796,0.22580645161290322
Victim Sex,graphsage_fairloss_a25_sstate20_mb,Male,148198,0.6839296076870133,0.5915396968919958,0.6944463628560434,0.36886488332870776,0.6311351166712923,0.6744355524366051,0.5890560263971174,0.5940026181190029,0.6916240842822348,0.6972017886158607,0.3646194741284699,0.37324200182997397
Victim Sex,graphsage_fairloss_a25_sstate20_mb,Female,43051,0.7664862604817542,0.666790550742143,0.7337414388750834,0.44703073709340496,0.5529692629065951,0.6915286520638313,0.6623760191400897,0.6712039209309888,0.7289795282752816,0.7385833558779143,0.43747829382012293,0.4566930505774592
Victim Sex,graphsage_fairloss_a25_sstate20_mb,Unknown,288,0.3368055555555556,0.2777777777777778,0.5051546391752577,0.16230366492146597,0.837696335078534,0.7256944444444444,0.22916666666666666,0.3298611111111111,0.40695857558139537,0.6100131578947369,0.1105488184079602,0.2131168344844803
Victim Sex,graphsage_fairloss_a50_sstate20_mb,Male,148198,0.6839296076870133,0.5789146952050634,0.6808113894452282,0.35842531115902737,0.6415746888409727,0.668409830092174,0.5764176979446417,0.5814121985451896,0.6779280377662232,0.6836012527482882,0.3540468964021985,0.362431662301783
Victim Sex,graphsage_fairloss_a50_sstate20_mb,Female,43051,0.7664862604817542,0.6471394392697034,0.7131947390750955,0.43031930766935245,0.5696806923306476,0.6796822373464031,0.6424647511091497,0.6516230749576084,0.7079023690884312,0.7179730651674674,0.42032238359301294,0.44004894074170864
Victim Sex,graphsage_fairloss_a50_sstate20_mb,Unknown,288,0.3368055555555556,0.28125,0.5154639175257731,0.16230366492146597,0.837696335078534,0.7291666666666666,0.2326388888888889,0.3368055555555556,0.4166666666666667,0.6200263157894736,0.11229810105860527,0.2127746773630973
Victim Sex,graphsage_fairloss_a100_sstate20_mb,Male,148198,0.6839296076870133,0.5934358088503219,0.6922955493947137,0.37951794368181724,0.6204820563181828,0.6695974304646486,0.5909521383554435,0.5958923197344094,0.6894364272819969,0.6950910713736016,0.37518573566663366,0.38369703431771196
Victim Sex,graphsage_fairloss_a100_sstate20_mb,Female,43051,0.7664862604817542,0.6517618638359155,0.7177707739863022,0.4350940017905103,0.5649059982094897,0.6820747485540406,0.6470924020347959,0.6562449188172168,0.7124636402145118,0.7227884180603508,0.42551419544935454,0.44459282281217183
Victim Sex,graphsage_fairloss_a100_sstate20_mb,Unknown,288,0.3368055555555556,0.2743055555555556,0.5051546391752577,0.15706806282722513,0.8429319371727748,0.7291666666666666,0.22569444444444445,0.32994791666666656,0.41173374613003094,0.6098347757671124,0.10694661419215286,0.21053953980428455
